GBSH0004, Contemporary Topics in Health and Healthcare, 4, 2
GBSH0015, Value Assessment and Decision Making, 4, 2
GBSH0010, Leadership and Management in Global Healthcare, 4, 1
GBSH0028, Healthcare Power and Politics, 4, 1
GBSH0014, Risk Management in Healthcare, 4, 1
GBSH0002, Funding and Finance and Regulation, 4, 1
GBSH0024, Pharmacoeconomics, 4, 1
GBSH0018, Digital Health Research Methods and Tools, 4, 1
GBSH0016, Capital and Equity Markets for Healthcare, 4, 2
GBSH0005, Global Health Challenge, 4, 1
GBSH0027, Approaches to Health Innovation and Needs Assessments, 4, 2
GBSH0003, Data Driven Management, 4, 2
GBSH0008, Business Project, 4, 1
GBSH0013, Accounting and Financial Reporting for Healthcare, 4, 1
GBSH0011, Economic Evaluation and Health Financing, 4, 1
GBSH0021, Strategic Healthcare Leadership, 4, 1
GBSH0020, Digital Health Start-ups, 4, 1
CHEM0035, Organic Photochemistry Radicals and Heterocycles, 3, 2
CHEM0020, Physical Chemistry for Life Sciences, 2, 2
CHEM0072, Transferable Skills for Scientists, 4, 1
CHEM0030, Advanced Topics in Inorganic Chemistry, 3, 1
CHEM0055, Molecular Modelling Research Project, 4, 1
CHEM0022, Quantum Mechanics and Spectroscopy, 2, 1
CHEM0023, Chemistry of Biologically Important Molecules, 2, 1
CHEM0007, Physics for Chemistry, 1, 1
CHEM0041, Data Analysis and Theory in Analytical Chemistry, 4, 1
CHEM0019, Physical Chemistry, 2, 1
CHEM0028, Concepts in Computational Chemistry, 3, 1
CHEM0004, Further Quantitative Chemistry, 1, 2
CHEM0014, Inorganic Chemistry, 2, 1
CHEM0013, Basic Inorganic Chemistry, 2, 2
CHEM0037, Advanced Topics in Physical Chemistry, 3, 1
CHEM0033, Principles of Drug Design, 3, 2
CHEM0002, Quantitative Chemistry, 1, 1
CHEM0005, Chemical Foundations, 1, 1
CHEM0075, Advanced Synthetic Techniques, 4, 3
CHEM0006, Chemical Skills, 1, 1
CHEM0024, Synthesis and Characterisation Techniques in Chemistry, 3, 1
CHEM0025, Instrumental and Computational Techniques in Chemistry, 3, 1
CHEM0010, Chemistry for Biology Students, 1, 1
CHEM0048, Drug Discovery Research Project, 4, 1
CHEM0040, Masters Literature Project, 4, 1
CHEM0064, Simulation Methods in Materials Chemistry, 4, 1
CHEM0067, Advanced Topics in Environmental and Energy Materials, 4, 1
CHEM0034, Advanced Topics in Organic Chemistry, 3, 1
CHEM0031, Inorganic Rings and Chains and Clusters, 3, 2
CHEM0026, Synthetic Chemistry and Instrumentation, 3, 1
CHEM0016, Organic Chemistry, 2, 1
CHEM0003, Introduction to Quantitative Chemistry, 1, 1
CHEM0012, Chemistry of Materials, 2, 1
CHEM0084, Analytical Chemistry: Experimental Strategies and Practical Applications, 4, 1
CHEM0027, Chemical Literature, 3, 1
CHEM0062, Scientific Programming for Chemists, 3, 1
CHEM0053, Frontiers in Materials Modelling, 4, 1
CHEM0008, Basic Organic Chemistry, 1, 2
CHEM0017, Fundamentals of Organic Chemistry, 2, 1
CHEM0018, Organic Reaction Mechanisms, 2, 2
CHEM0021, Chemical Dynamics, 2, 2
CHEM0015, Inorganic Chemistry for Physical Science, 2, 1
CHEM0011, Chemistry for Biologists, 1, 1
CHEM0009, Basic Physical Chemistry, 1, 2
CHEM0039, New Directions in Materials Chemistry, 3, 1
CHEM0079, Topics in Modern Chemistry, 4, 1
CHEM0083, Applied Analytical Chemistry Research Project, 4, 1
CHEM0078, Topics in Modern Chemistry, 4, 1
CHEM0080, Advanced Chemical Research Project, 4, 1
CHEM0082, Materials for Energy and Environment Research Project, 4, 1
CHEM0077, Topics in Modern Chemistry, 4, 1
CHEM0044, Chemical Research Research Project, 4, 1
CHEM0060, Analytical and Environmental Chemistry, 3, 2
CHEM0063, Advanced Experimental Skills for Materials Scientists, 4, 2
CHEM0059, Advanced Chemical Research Project in Europe, 4, 1
CENG0062, Sustainability and Decision-Making, 4, 2
CENG0011, Particulate Systems and Separation Processes II, 2, 2
CENG0055, Chemical Engineering with Chemistry Research Project, 4, 1
CENG0056, Chemical Engineering with Engineering Mathematics Research Project, 4, 1
CENG0018, Chemical Reaction Engineering II, 4, 1
CENG0027, Molecular Thermodynamics, 4, 1
CENG0054, Advanced Propulsion Systems, 4, 1
CENG0060, Integrated Hydrogeology and Sustainable Water Management, 4, 2
CENG0059, Renewable Energy in the Resources Sector, 4, 1
CENG0004, Thermodynamics, 1, 2
CENG0030, Advanced Materials Processes and Nanotechnology, 4, 2
CENG0033, Advanced Separation Processes, 4, 2
CENG0047, Social Licensing, 4, 3
CENG0017, Process Dynamics and Control, 4, 1
CENG0057, Chemical Process Engineering Research Project, 4, 1
CENG0022, From Molecules to Molecular Engineering, 3, 2
CENG0037, Dissertation, 4, 1
CENG0036, Prevention and Remediation of Environmental Contamination, 4, 2
CENG0053, Process Engineering Modelling and Design, 4, 1
CENG0005, Physical Chemistry, 1, 2
CENG0020, Advanced Safety and Loss Prevention, 4, 2
CENG0019, Transport Phenomena II, 3, 2
CENG0035, Minerals Usage and Extraction and Processing, 4, 1
CENG0023, Advanced Process Optimisation, 4, 1
CENG0021, Organic Chemistry for Engineers, 3, 1
CENG0061, Term Abroad Module, 4, 1
CENG0009, Process Heat Transfer, 2, 1
CENG0006, Computational Modelling and Analysis, 1, 2
CENG0051, Industrial Research Project, 4, 1
CENG0002, Introduction to Chemical Engineering, 1, 1
CENG0016, Process Plant Design Project, 3, 1
CENG0044, Research Methods - Qualitative, 4, 1
CENG0007, Design and Professional Skills II, 2, 1
CENG0045, Research Methods - Quantitative, 4, 1
CENG0038, Chemical Engineering Research Project, 4, 1
CENG0029, Nature Inspired Chemical Engineering, 4, 1
CENG0046, Chemical Process Engineering Research Project (Masters Level), 4, 2
CENG0014, Inorganic Chemistry for Engineers, 2, 2
CENG0012, Chemical Reaction Engineering I, 2, 2
CENG0039, Study Abroad, 4, 1
CENG0034, Natural Gas Processing, 4, 1
CENG0003, Transport Phenomena, 1, 2
CENG0026, Energy Systems and Sustainability, 4, 2
CENG0010, Separation Processes I, 2, 1
CENG0028, Electrochemical Engineering and Power Sources, 4, 2
CENG0001, Extra-Mural Year, 3, 1
CENG0008, Engineering Experimentation, 2, 2
CENG0025, Process Systems Modelling and Design, 4, 1
CENG0024, Fluid Particle Systems, 4, 2
CENG0063, Data Driven Process Engineering , 4, 2
CENG0013, Process Design Principles, 2, 1
SECU0025, Police and the Public, 4, 1
SECU0008, Systems and Problem Solving, 2, 1
SECU0037, Risk and Contingency Planning, 4, 2
SECU0041, Qualitative Research Methods, 4, 2
SECU0055, Forensic Biology and DNA Interpretation, 4, 2
SECU0054, Policing: Theory and Evidence, 2, 1
SECU0034, Intelligence Gathering and Analysis, 4, 2
SECU0017, Project in Investigative Decision Making, 3, 2
SECU0032, Perspectives on Organised Crime, 4, 1
SECU0011, Situational Crime Prevention, 3, 2
SECU0053, Security and Crime Science Research Project, 3, 1
SECU0028, Quantitative Methods, 4, 1
SECU0046, Perspectives on Organised Crime, 2, 1
SECU0022, Crime Mapping and Spatial Analysis, 4, 2
SECU0020, Preventing Crimes, 4, 2
SECU0010, Crime and Society, 1, 1
SECU0033, Investigation and Detection, 4, 2
SECU0043, Cybercrime, 4, 2
SECU0036, Prevention and Disruption, 4, 2
SECU0003, Terrorism, 1, 2
SECU0009, Understanding the Crime Event, 1, 2
SECU0006, Probability and Statistics and Modelling I, 1, 1
SECU0013, Probability and Statistics and Modelling II, 2, 2
SECU0057, Applied Data Science, 4, 2
SECU0067, Online Extremism and Hate Crime, 4, 2
SECU0007, Qualitative Methods, 1, 2
SECU0051, Criminal Investigation and Intelligence, 3, 1
SECU0040, Understanding and Interpreting Forensic Evidence, 4, 2
SECU0024, Ethical Policing, 4, 2
SECU0030, Management Skills for Police Leaders, 4, 2
SECU0038, Introduction to Cybersecurity, 4, 2
SECU0052, Evaluation of Crime Prevention Measures, 3, 1
SECU0045, Security and Crime Science Dissertation, 4, 2
SECU0004, Introduction to Security and Crime Science, 1, 1
SECU0021, Forensic Geoscience, 4, 1
SECU0005, Crime Mapping, 1, 2
SECU0050, Data Science for Crime Scientists, 3, 2
SECU0047, Project in Policing, 2, 2
SECU0056, Horizon Scanning and the Changing Nature of Crime, 4, 2
SECU0001, Psychology and Crime, 2, 2
SECU0023, Law and Expert Evidence, 4, 2
SECU0012, Programming for Crime Scientists, 1, 1
SECU0068, Assessing Extremism Risk, 4, 2
SECU0058, Simulation for research, 4, 1
SECU0039, Practices of Crime Scene Investigation and Expert Testimony, 4, 2
SECU0026, Models of Policing for Crime Reduction, 4, 1
SECU0014, Professional Development, 2, 1
SECU0049, Cybercrime, 3, 2
SECU0018, Professional Practice in the Workplace, 3, 1
SECU0015, Introduction to Research, 3, 1
SECU0044, Research Project in Security Science, 4, 2
SECU0035, Perspectives on Terrorism, 4, 2
SECU0019, Project in Security and Crime Prevention, 3, 2
SECU0027, Designing and Doing Research, 4, 1
SECU0002, Forensic Psychology, 1, 1
SECU0031, Foundations of Security and Crime Science, 4, 1
SECU0062, Safeguarding and Public Protection, 2, 1
SECU0016, Security Technologies, 3, 1
SECU0063, Digital Forensic Science and Technology, 4, 2
SECU0064, Policing the Roads, 2, 2
INST0057, Information Governance, 4, 2
INST0079, Social Media and Platforms and Power, 4, 1
INST0016, Supporting information users, 4, 2
INST0010, Cataloguing and Classification, 4, 1
INST0012, Database Theory and Practice, 4, 1
INST0038, Fundamentals of Information Science B1, 4, 2
INST0066, Developing Dynamic Web Applications, 4, 2
INST0058, Illustration and Publishing, 4, 2
INST0074, Machine Reasoning for Artificial Intelligence, 4, 2
INST0046, Publishing Contexts, 4, 1
INST0018, Internet Technologies, 4, 1
INST0068, Advanced topics in the Digital Humanities, 4, 2
INST0007, Web Technologies, 2, 1
INST0067, Ethics in Publishing, 4, 2
INST0072, Logic and Knowledge Representation, 4, 1
INST0070, Knowledge Organisation, 4, 2
INST0055, Theories of the Book, 4, 2
INST0073, Natural Language Processing and Text Analysis, 4, 2
INST0075, Machine Learning Methods, 4, 2
INST0076, Global Digital Humanities, 4, 1
INST0009, Collections Care, 4, 2
INST0062, Dissertation, 4, 3
INST0011, Managing collections, 4, 1
INST0027, Reading and Interpretation of Archives from 1500, 4, 2
INST0008, Access and Use of Archives and Records, 4, 1
INST0040, Oral History: Creation to Curation, 4, 2
INST0065, Data Visualization and GIS, 4, 2
INST0006, Introduction to Digital Methods in the Humanities, 3, 2
INST0048, From Authors to Readers, 4, 2
INST0069, Graph Databases and Semantic Technologies, 4, 2
INST0054, Information literacy, 4, 1
INST0003, Information Systems, 1, 1
INST0021, Managing information organisations, 4, 2
INST0026, The Library and Information Professional, 4, 1
INST0024, Using technology in information organisations, 4, 1
INST0015, Historical Bibliography, 4, 2
INST0051, Academic and Journals Publishing, 4, 2
INST0063, Statistical Methods, 4, 1
INST0071, Editing and Writing and and Communication in Publishing, 4, 1
INST0028, Creation and Capture, 4, 1
INST0050, Business Management in Book Publishing, 4, 1
INST0019, Introduction to Programming and Scripting, 4, 1
INST0041, Concepts and Contexts, 4, 1
INST0022, The Record-keeping Professional, 4, 2
INST0056, Research Methods in Information Studies, 4, 1
INST0042, Curation and Stewardship, 4, 1
INST0002, Programming 1, 1, 2
INST0039, Sales and Marketing and Promotion, 4, 1
INST0004, Programming 2, 2, 1
INST0032, XML, 4, 2
INST0023, Manuscript Studies, 4, 1
INST0001, Database Systems A, 2, 2
INST0060, Foundations of Machine Learning, 4, 1
INST0035, Individual Approved Study A, 4, 3
INST0047, Book Production, 4, 2
INST0044, Introduction to Digitisation, 4, 1
INST0059, Booksellers and Bookselling, 4, 2
INST0013, Digital Resources in the Humanities, 4, 2
BENG0069, Core Practical Research Skills, 4, 2
BENG0096, Biochemical Engineering Laboratory, 4, 1
BENG0004, Biochemistry and Molecular Biology, 1, 2
BENG0086, Biochemical Engineering Practicals, 2, 1
BENG0006, Bioprocess Analysis, 1, 2
BENG0016, Design and Professional Skills II, 2, 1
BENG0014, Fermentation and Bioreactor Engineering, 2, 1
BENG0008, Commercialisation of Research Ideas, 2, 2
BENG0070, Bioprocess Research Project, 3, 1
BENG0065, Bioprocess Facility Design, 4, 3
BENG0083, Fluid Flow and Mixing in Bioprocesses, 1, 2
BENG0080, Vaccine Bioprocess Development and Commercialisation, 4, 3
BENG0046, MRes Synthetic Biology Research Project, 4, 1
BENG0045, Synthetic Biology, 4, 1
BENG0007, Downstream Processing, 2, 1
BENG0019, Engineering Mathematics in Finance, 2, 2
BENG0091, Stochastic Calculus and Uncertainty Analysis, 3, 2
BENG0025, Computer Aided Bioprocess Engineering, 3, 1
BENG0043, Fundamental Biosciences, 4, 1
BENG0037, Sustainable Industrial Bioprocesses and Biorefineries, 4, 2
BENG0064, Bioprocess Design and Economic Evaluation, 4, 3
BENG0055, Biochemical Engineering: MRes Research Project, 4, 1
BENG0024, Biochemical Reaction Engineering, 3, 1
BENG0022, Bioprocess Plant Design, 3, 1
BENG0040, Industrial Synthetic Biology, 4, 1
BENG0011, Manufacturing Regenerative Medicines: from Lab Bench to Industry, 2, 2
BENG0028, Vaccine Bioprocessing, 4, 1
BENG0050, Bioprocess Research Study, 4, 1
BENG0030, Advanced Enterprise Implementation, 3, 1
BENG0042, Bio-microfluidics and Microsystems Engineering, 4, 1
BENG0027, Advanced Tech Journalism: Analysis and Commentary in Technology and Science and and Engineering, 3, 2
BENG0038, Bioprocess Systems Engineering, 4, 2
BENG0053, Specialist Tech Journalism: Advanced Analysis and Communication in Engineering and Technology, 4, 2
BENG0044, Transferable Skills in Bioprocess Research and Development, 4, 1
BENG0079, Validation, 4, 2
BENG0073, Year in Industry - Engineering and Professional Skills Development, 4, 1
BENG0085, Design and Manufacture of Regenerative Medicine Drug Products, 3, 2
BENG0035, Business Planning in Bioprocessing and Life Sciences, 3, 2
BENG0033, Bioprocess Synthesis and Process Mapping, 4, 1
BENG0090, Advanced Bioreactor Engineering, 4, 1
BENG0051, Fermentation, 4, 1
BENG0049, Bioprocess Design Dissertation, 4, 2
BENG0066, Principles of Fermentation Processes, 4, 1
BENG0077, Design of Experiments for Bioprocess Optimisation, 4, 2
BENG0098, Commercialisation and Regulation and Ethics of Advanced Therapies, 4, 2
BENG0032, Advanced Materials and Devices and Manufacturing Processes for Regenerative Medicine, 3, 1
BENG0062, International Genetically Engineered Machines (iGEM) Research Project, 4, 1
BENG0034, Integrated Downstream Processing, 4, 1
BENG0089, Advanced Therapy Manufacture, 4, 1
BENG0005, Fluid Flow and Mixing in Bioprocesses, 4, 1
BENG0058, Downstream Processing: Primary Recovery, 4, 1
BENG0047, Bioprocess Research Project, 4, 1
BENG0017, Modelling and Analysis II, 2, 1
BENG0095, Data Mining and Analysis, 3, 1
BENG0088, Emerging Tools and Technologies for New Medicines, 4, 1
BENG0026, Tech Journalism: Writing and Researching and and Reporting News in Technology and Science and and Engineering, 2, 2
BENG0002, Introduction to Engineering and Biology for Medicine, 1, 1
BENG0003, Introduction to Biochemical Engineering, 1, 1
BENG0010, Cell Production Growth, 2, 1
BENG0094, Targeted Antibody Therapy, 4, 1
BENG0102, Downstream Processing for Engineers, 2, 1
BENG0101, Bioprocess Recovery and Purification, 2, 1
BENG0056, Pilot Plant Project, 4, 1
BENG0020, Bioprocess Design Study, 3, 1
BENG0067, Rapid Fermentation Process Development, 4, 1
BENG0057, Pilot Plant Unit Operations, 4, 1
BENG0001, Introduction to Biochemical Engineering Processing and Design, 1, 2
BENG0054, Biomolecular and Cellular Analysis, 4, 1
BENG0075, Cell Therapy Manufacturing, 4, 2
BENG0084, Pre-clinical and Clinical Analysis of Advanced Therapies, 4, 1
BENG0076, MSc Advanced Therapy Research Project, 4, 2
BENG0093, Bioprocess Design Study, 4, 3
BENG0015, Heat and Mass Transfer in Bioprocesses, 4, 2
BENG0097, Research Skills, 4, 1
BENG0041, Bioprocess Validation and Quality Control, 4, 2
BENG0099, Industrial Biotechnology: Sustainable Bioprocesses and Biorefineries , 4, 1
BENG0072, Year in Industry - Bioprocess Research and Design Project, 4, 1
BENG0059, Downstream Processing: Chromatography, 4, 1
BENG0071, Biochemical Engineering Study Abroad, 4, 1
BENG0031, Chemistry and Industrial Biotechnology, 3, 2
BENG0013, Biochemistry of Protein Production for Biochemical Engineers, 2, 1
BENG0036, Biotechnology Business Planning, 4, 3
CEGE0016, Financial Aspects of Project Engineering, 4, 1
CEGE0031, Advanced Soil Mechanics, 4, 1
CEGE0102, Professional Skills in Civil Engineering, 1, 1
CEGE0060, Engineering Study of Rail Systems and Infrastructure, 4, 1
CEGE0015, Environmental Systems, 3, 1
CEGE0033, Seismic Risk Assessment, 4, 1
CEGE0032, Introduction to Seismic Design of Structures, 4, 1
CEGE0061, Advanced Seismic Design of Structures, 4, 2
CEGE0045, Hydrographic Applications, 4, 2
CEGE0018, Civil Engineering Project A, 3, 1
CEGE0038, Finite-Element Modelling and Numerical Methods, 4, 2
CEGE0010, Introduction to Environmental Engineering, 2, 2
CEGE0048, Integrated Design, 4, 1
CEGE0026, Fluids and Soils III, 3, 1
CEGE0027, Study Abroad, 3, 1
CEGE0003, Civil Engineering Design, 1, 1
CEGE0051, Structural Vulnerability and Resilience, 4, 2
CEGE0029, Collaborative Environmental Systems Project, 4, 1
CEGE0059, Life Cycle Assessment, 4, 2
CEGE0052, Spatial Databases and Data Management, 4, 1
CEGE0097, Spatial Analysis and Geocomputation, 4, 1
CEGE0040, Structural Dynamics, 4, 1
CEGE0100, Soil Mechanics, 1, 2
CEGE0049, Research Project, 4, 3
CEGE0023, Offshore and Coastal Engineering, 4, 1
CEGE0054, Environmental Modelling, 4, 2
CEGE0035, Geotechnical Earthquake Engineering, 4, 2
CEGE0119, Building Energy Efficiency, 4, 2
CEGE0096, Geospatial Programming, 4, 1
CEGE0055, Appropriate Technologies in Practice, 4, 1
CEGE0030, Roads and Underground Infrastructure: Design and Construction and Maintenance, 4, 2
CEGE0039, Urban Flooding and Drainage, 4, 2
CEGE0047, MRes Urban Sustainability and Resilience: Research Project, 4, 1
CEGE0101, Structural Mechanics, 1, 1
CEGE0093, Applied Field Project, 4, 2
CEGE0028, Systems Engineering and Management, 4, 1
CEGE0095, Sensors and Location, 4, 2
CEGE0056, Collaborative International Development Project (CIDP), 4, 1
CEGE0088, Design and Professional Skills II, 2, 1
CEGE0108, Materials and Applied Fluid Mechanics I, 1, 1
CEGE0120, Introduction to Complex Infrastructure Systems, 4, 1
CEGE0098, Engineering Surveying, 4, 1
CEGE0022, Water and Wastewater Treatment, 3, 1
CEGE0099, Engineering: Impact Assessment, 1, 2
CEGE0094, Geospatial Science, 4, 1
CEGE0019, Year in Industry, 3, 1
CEGE0020, Systems Society and Sustainability, 4, 1
CEGE0011, Materials and Applied Fluid Mechanics II, 2, 1
CEGE0063, Transport Planning Analysis, 4, 2
IFTE0005, Corporate Financial Strategy and Capital Structure, 4, 1
CEGE0008, Engineering for Circular Economy, 4, 2
CEGE0057, Advanced Civil Engineering Materials, 4, 2
CEGE0014, Surveying and Field Studies, 2, 3
CEGE0024, Structures and Materials, 3, 2
CEGE0064, Waste and Resource Efficiency, 4, 2
CEGE0092, Reality Capture and Precision 3D Sensing, 4, 2
CEGE0025, Engineering and International Development, 4, 1
CEGE0013, Soil Mechanics and Engineering Geology, 2, 1
CEGE0046, Advanced Structural Analysis, 4, 1
CEGE0106, Urban Railway Planning and Analysis, 4, 1
CEGE0042, Spatial-Temporal Data Analysis and Data Mining (STDM), 4, 2
CEGE0053, Applied Building Information Modelling, 4, 2
CEGE0044, Engineering Data Analysis, 4, 1
CEGE0075, Environmental Fluid Mechanics, 4, 1
CEGE0004, Machine Learning for Data Science, 4, 2
CEGE0007, Digitalisation in Infrastructure, 4, 2
IFTE0003, Big Data in Quantitative Finance, 4, 1
CEGE0125, Adaptive Reuse of Existing Structures , 4, 2
CEGE0043, Web and Mobile GIS - Apps and Programming, 4, 2
CEGE0065, Eng.D Thesis, 5, 1
CEGE0050, Interdisciplinary Thinking in Urban Sustainability and Resilience, 4, 1
CEGE0017, Civil Engineering Project, 3, 1
CEGE0012, Scenarios in Civil Engineering, 2, 1
CEGE0021, Civil Engineering in Practice, 3, 1
IFTE0015, Portfolio Management and Asset Allocation in Private Equity and Venture Capital, 4, 2
IFTE0006, Risk Analysis and Quantitative Asset Allocation, 4, 2
IFTE0008, Dissertation, 4, 3
CEGE0037, Reliability and Risk and Resilience Engineering, 4, 2
IFTE0014, Foundations of Financial Technology, 4, 1
IFTE0011, Venture Capital and Private Equity Valuation, 4, 1
IFTE0009, Asset Pricing, 4, 1
IFTE0010, Fundamentals of Venture Capital and Private Equity, 4, 1
IFTE0004, Financial Analytics and Machine Learning, 4, 2
IFTE0017, Data Analytics and Machine Learning, 4, 2
IFTE0002, Finance and Artificial Intelligence, 4, 1
IFTE0001, Introduction to Banking, 4, 1
IFTE0007, Decentralised Finance and Blockchain, 4, 2
CEGE0009, Structural Analysis and Design, 2, 1
IFTE0016, Start-up and Innovative Business Modelling, 4, 2
IFTE0013, Introduction to Regulation for Fintech and Private Equity and Venture Capital Firms, 4, 2
IFTE0012, Financial Statement Analysis, 4, 1
HEBR0114, Ladino Language 1, 4, 1
HEBR0115, History of the Hebrew Language , 3, 1
HEBR0103, Introduction to the Talmud, 4, 1
HEBR0013, Introduction to Modern Jewish History (1800 - Present), 2, 2
HEBR0071, Hasidism and Modernity A, 4, 1
HEBR0070, Hasidism and Modernity, 3, 1
HEBR0014, Introduction to the Study of Judaism, 2, 1
HEBR0095, Introductory Sumerian, 4, 1
HEBR0110, Jewish Literary Aramaic, 2, 2
HEBR0025, Modern Hebrew (Higher Intermediate), 4, 1
HEBR0026, Modern Hebrew-Higher Intermediate A, 3, 2
HEBR0006, Religion and State and Society in Modern European History, 2, 2
HEBR0083, Introductory Akkadian, 2, 1
HEBR0058, The Arab-Israeli Conflict A, 4, 2
HEBR0073, The Arab-Israeli Conflict, 3, 1
HEBR0028, Advanced Modern Hebrew A, 3, 2
HEBR0019, Intermediate Biblical Hebrew A, 2, 1
HEBR0018, Intermediate Biblical Hebrew, 4, 1
HEBR0076, MA Dissertation, 4, 1
HEBR0027, Advanced Modern Hebrew, 3, 1
HEBR0003, Introduction to Biblical Hebrew A, 1, 1
HEBR0043, Intermediate Yiddish, 4, 1
HEBR0048, Ugaritic, 4, 1
HEBR0078, MA Jewish Studies Core Course, 4, 1
HEBR0005, Modern Hebrew for Beginners A, 1, 1
HEBR0041, Elementary Yiddish, 4, 1
HEBR0049, Ugaritic, 4, 1
HEBR0010, Final Year Dissertation, 3, 1
HEBR0002, Introduction to Biblical Hebrew, 4, 1
HEBR0007, Sources and Methods and Skills, 1, 1
HEBR0094, Hebrew and Jewish Studies Study Abroad 2, 2, 1
HEBR0023, Modern Hebrew (Lower Intermediate), 4, 1
HEBR0004, Modern Hebrew for Beginners, 4, 1
HEBR0042, Elementary Yiddish A, 1, 2
HEBR0057, History of the Jews in Poland A, 4, 2
HEBR0024, Modern Hebrew-Lower Intermediate A, 2, 1
HEBR0102, Israel and Palestine, 3, 1
HEBR0044, Intermediate Yiddish A, 2, 1
HEBR0093, Hebrew and Jewish Studies Study Abroad 1, 2, 1
HEBR0080, Year Abroad Assessment A, 3, 1
HEBR0074, Yiddish Culture, 3, 1
HEBR0111, Nazi Gold and Looted Art in World War Two and Beyond, 3, 1
HEBR0112, Yiddish Women Writers, 3, 1
HEBR0106, Introduction to the History and Literature of Ancient Israel, 1, 1
